ADELAIDE,ADELAIDE,11,797.500,,,
ADELAIDE,NORTH ADELAIDE,11,1.094.500,14,892.500,18.46
ADELAIDE HILLS,ALDGATE,9,650.000,16,750.000,15.38
ADELAIDE HILLS,ASHTON,,,,,
ADELAIDE HILLS,BASKET RANGE,1,370.000,,,
ADELAIDE HILLS,BELAIR,23,520.500,15,561.000,7.78
ADELAIDE HILLS,BRADBURY,1,595.000,,,
ADELAIDE HILLS,BRIDGEWATER,21,418.000,18,432.000,3.35
ADELAIDE HILLS,CAREY GULLY,,,,,
ADELAIDE HILLS,CASTAMBUL,,,,,
ADELAIDE HILLS,CHERRYVILLE,1,397.500,,,
ADELAIDE HILLS,CLELAND,,,,,
ADELAIDE HILLS,CRAFERS,5,585.000,3,537.000,8.21
ADELAIDE HILLS,CRAFERS WEST,8,561.250,6,642.500,14.48
ADELAIDE HILLS,DORSET VALE,,,,,
ADELAIDE HILLS,GREENHILL,4,492.500,3,490.000,0.51
ADELAIDE HILLS,HEATHFIELD,3,600.000,4,605.000,0.83
ADELAIDE HILLS,HORSNELL GULLY,,,,,
ADELAIDE HILLS,HUMBUG SCRUB,,,,,
ADELAIDE HILLS,IRONBANK,,,,,
ADELAIDE HILLS,KENTON VALLEY,,,,,
ADELAIDE HILLS,LONGWOOD,,,,,
ADELAIDE HILLS,MARBLE HILL,,,,,
ADELAIDE HILLS,MONTACUTE,,,,,
ADELAIDE HILLS,MOUNT GEORGE,,,1,640.000,
ADELAIDE HILLS,MYLOR,1,380.000,5,575.000,51.32
ADELAIDE HILLS,NORTON SUMMIT,,,,,
ADELAIDE HILLS,PICCADILLY,,,1,665.000,
ADELAIDE HILLS,ROSTREVOR,28,543.500,33,605.000,11.32
ADELAIDE HILLS,SCOTT CREEK,,,,,
ADELAIDE HILLS,STIRLING,13,630.000,7,755.000,19.84
ADELAIDE HILLS,STONYFELL,4,845.000,5,652.500,22.78
ADELAIDE HILLS,SUMMERTOWN,2,517.500,,,
ADELAIDE HILLS,TERINGIE,2,588.750,4,607.500,3.18
ADELAIDE HILLS,UPPER STURT,2,423.750,3,555.000,30.97
ADELAIDE HILLS,URAIDLA,4,605.500,1,480.000,20.73
ADELAIDE HILLS,WATERFALL GULLY,1,1.638.888,,,
ADELAIDE HILLS,WOODFORDE,2,560.000,2,569.000,1.61
BURNSIDE,AULDANA,1,820.000,5,850.000,3.66
BURNSIDE,BEAUMONT,16,800.800,17,821.220,2.55
BURNSIDE,BEULAH PARK,8,577.500,9,688.000,19.13
BURNSIDE,BURNSIDE,10,901.000,5,805.000,10.65
BURNSIDE,DULWICH,5,715.000,5,1.210.000,69.23
BURNSIDE,EASTWOOD,2,548.750,4,582.500,6.15
BURNSIDE,ERINDALE,2,883.000,5,1.130.000,27.97
BURNSIDE,FREWVILLE,,,1,835.000,
BURNSIDE,GLEN OSMOND,8,755.500,5,926.500,22.63
BURNSIDE,GLENSIDE,7,790.000,5,856.000,8.35
BURNSIDE,GLENUNGA,5,670.000,3,957.500,42.91
BURNSIDE,HAZELWOOD PARK,6,980.000,10,1.127.500,15.05
BURNSIDE,HORSNELL GULLY,,,,,
BURNSIDE,KENSINGTON GARDENS,11,842.000,10,825.500,1.96
BURNSIDE,KENSINGTON PARK,12,932.500,12,780.000,16.35
BURNSIDE,LEABROOK,2,1.080.500,2,1.092.500,1.11
BURNSIDE,LEAWOOD GARDENS,,,,,
BURNSIDE,LINDEN PARK,2,850.000,6,850.000,0.00
BURNSIDE,MAGILL,53,606.000,31,598.000,1.32
BURNSIDE,MOUNT OSMOND,1,495.000,2,860.000,73.74
BURNSIDE,ROSE PARK,5,1.170.000,2,1.668.500,42.61
BURNSIDE,ROSSLYN PARK,8,746.500,8,815.000,9.18
BURNSIDE,SKYE,3,630.000,2,937.500,48.81
BURNSIDE,ST GEORGES,7,1.030.000,10,960.000,6.80
BURNSIDE,STONYFELL,4,845.000,5,652.500,22.78
BURNSIDE,TOORAK GARDENS,9,1.930.000,9,1.252.500,35.10
BURNSIDE,TUSMORE,4,1.015.000,3,1.765.000,73.89
BURNSIDE,WATERFALL GULLY,1,1.638.888,,,
BURNSIDE,WATTLE PARK,11,805.000,3,832.000,3.35
CAMPBELLTOWN,ATHELSTONE,31,500.000,28,495.000,1.00
CAMPBELLTOWN,CAMPBELLTOWN,37,510.000,33,530.000,3.92
CAMPBELLTOWN,HECTORVILLE,8,501.000,12,517.000,3.19
CAMPBELLTOWN,MAGILL,53,606.000,31,598.000,1.32
CAMPBELLTOWN,NEWTON,17,497.500,21,500.500,0.60
CAMPBELLTOWN,PARADISE,25,468.500,18,517.500,10.46
CAMPBELLTOWN,ROSTREVOR,28,543.500,33,605.000,11.32
CAMPBELLTOWN,TRANMERE,18,625.000,11,685.500,9.68
CHARLES STURT,ALBERT PARK,8,400.000,12,467.000,16.75
CHARLES STURT,ALLENBY GARDENS,2,500.000,5,581.800,16.36
CHARLES STURT,ATHOL PARK,5,328.500,7,367.000,11.72
CHARLES STURT,BEVERLEY,4,477.500,10,476.750,0.16
CHARLES STURT,BOWDEN,1,1.725.000,,,
CHARLES STURT,BROMPTON,8,500.000,15,491.000,1.80
CHARLES STURT,CHELTENHAM,1,745.000,3,400.000,46.31
CHARLES STURT,CROYDON,1,500.000,5,500.000,0.00
CHARLES STURT,DEVON PARK,,,4,505.500,
CHARLES STURT,FINDON,23,440.000,13,480.000,9.09
CHARLES STURT,FLINDERS PARK,19,555.000,19,560.000,0.90
CHARLES STURT,FULHAM GARDENS,24,579.000,18,570.000,1.55
CHARLES STURT,GRANGE,17,625.000,21,675.000,8.00
CHARLES STURT,HENDON,4,407.500,5,420.000,3.07
CHARLES STURT,HENLEY BEACH,14,719.150,16,799.000,11.10
CHARLES STURT,HENLEY BEACH SOUTH,6,1.000.000,9,715.000,28.50
CHARLES STURT,HINDMARSH,,,,,
CHARLES STURT,KIDMAN PARK,7,592.500,6,610.000,2.95
CHARLES STURT,KILKENNY,3,462.500,4,515.000,11.35
CHARLES STURT,OVINGHAM,4,638.625,5,685.000,7.26
CHARLES STURT,PENNINGTON,6,345.000,5,384.500,11.45
CHARLES STURT,RENOWN PARK,2,410.000,3,532.500,29.88
CHARLES STURT,RIDLEYTON,4,428.000,1,560.000,30.84
CHARLES STURT,ROSEWATER,20,365.000,20,325.000,10.96
CHARLES STURT,ROYAL PARK,18,348.000,11,425.000,22.13
CHARLES STURT,SEATON,25,445.000,31,483.000,8.54
CHARLES STURT,SEMAPHORE PARK,11,502.500,12,505.000,0.50
CHARLES STURT,ST CLAIR,5,645.000,6,481.000,25.43
CHARLES STURT,TENNYSON,6,762.500,3,900.000,18.03
CHARLES STURT,WELLAND,,,,,
CHARLES STURT,WEST BEACH,17,585.000,7,706.000,20.68
CHARLES STURT,WEST CROYDON,15,530.000,8,560.500,5.75
CHARLES STURT,WEST HINDMARSH,1,480.000,3,480.000,0.00
CHARLES STURT,WEST LAKES,23,707.500,14,715.500,1.13
CHARLES STURT,WEST LAKES SHORE,3,822.500,14,571.500,30.52
CHARLES STURT,WOODVILLE,4,557.500,8,580.000,4.04
CHARLES STURT,WOODVILLE NORTH,6,393.500,9,500.000,27.06
CHARLES STURT,WOODVILLE PARK,7,547.500,4,517.500,5.48
CHARLES STURT,WOODVILLE SOUTH,17,450.000,15,450.000,0.00
CHARLES STURT,WOODVILLE WEST,12,462.500,9,489.000,5.73
GAWLER,BIBARINGA,,,,,
GAWLER,EVANSTON,12,255.000,16,322.500,26.47
GAWLER,EVANSTON GARDENS,13,329.900,5,300.000,9.06
GAWLER,EVANSTON PARK,29,327.500,15,357.500,9.16
GAWLER,EVANSTON SOUTH,1,455.000,2,402.000,11.65
GAWLER,GAWLER,3,363.000,,,
GAWLER,GAWLER EAST,29,337.000,14,321.500,4.60
GAWLER,GAWLER SOUTH,15,319.950,13,319.250,0.22
GAWLER,GAWLER WEST,,,5,247.000,
GAWLER,HILLIER,,,,,
GAWLER,KUDLA,,,,,
GAWLER,REID,1,415.000,2,407.500,1.81
GAWLER,ULEYBURY,,,,,
GAWLER,WILLASTON,23,295.750,19,303.000,2.45
HOLDFAST BAY,BRIGHTON,13,783.500,16,780.000,0.45
HOLDFAST BAY,GLENELG,2,1.050.000,1,2.200.000,109.52
HOLDFAST BAY,GLENELG EAST,9,900.000,5,725.000,19.44
HOLDFAST BAY,GLENELG NORTH,13,558.000,12,685.000,22.76
HOLDFAST BAY,GLENELG SOUTH,4,715.000,3,910.000,27.27
HOLDFAST BAY,HOVE,11,725.000,4,645.000,11.03
HOLDFAST BAY,KINGSTON PARK,2,1.012.500,,,
HOLDFAST BAY,NORTH BRIGHTON,5,632.500,6,605.000,4.35
HOLDFAST BAY,SEACLIFF,6,635.350,1,936.000,47.32
HOLDFAST BAY,SEACLIFF PARK,8,502.500,10,517.000,2.89
HOLDFAST BAY,SOMERTON PARK,18,830.000,19,660.000,20.48
HOLDFAST BAY,SOUTH BRIGHTON,14,550.000,8,590.000,7.27
MARION,ASCOT PARK,20,395.000,7,424.000,7.34
MARION,BEDFORD PARK,6,481.500,5,516.000,7.17
MARION,CLOVELLY PARK,10,445.500,16,468.400,5.14
MARION,DARLINGTON,1,605.000,2,447.500,26.03
MARION,DOVER GARDENS,10,420.000,11,495.000,17.86
MARION,EDWARDSTOWN,17,432.500,15,470.000,8.67
MARION,GLANDORE,9,542.500,8,550.000,1.38
MARION,GLENGOWRIE,11,598.500,20,620.000,3.59
MARION,HALLETT COVE,37,467.500,50,408.500,12.62
MARION,LONSDALE,,,,,
MARION,MARINO,9,690.000,7,576.000,16.52
MARION,MARION,14,480.000,12,489.500,1.98
MARION,MITCHELL PARK,22,434.000,13,435.000,0.23
MARION,MORPHETTVILLE,10,477.500,10,501.000,4.92
MARION,OAKLANDS PARK,14,471.500,12,504.000,6.89
MARION,O'HALLORAN HILL,10,380.000,10,380.000,0.00
MARION,PARK HOLME,10,431.000,7,435.000,0.93
